"","Code","ID","Date","Time","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Station_Line"
"569","SUDP",1045,2025-01-16,19:22:00,"Thursday","EGLINTON STATION","3","6","S","YU","5381","Disorderly Patron","EGLINTON STATION  -  YU"
"570","SUDP",359,2025-01-06,22:33:00,"Monday","WOODBINE STATION","4","9","E","BD","5041","Disorderly Patron","WOODBINE STATION  -  BD"
"571","SUDP",1696,2025-01-26,15:23:00,"Sunday","HIGH PARK STATION","3","7","E","BD","5079","Disorderly Patron","HIGH PARK STATION  -  BD"
"572","SUDP",93,2025-01-02,17:41:00,"Thursday","COLLEGE STATION","3","5","S","YU","5581","Disorderly Patron","COLLEGE STATION  -  YU"
"573","SUDP",1579,2025-01-24,17:13:00,"Friday","ST GEORGE YUS STATION","3","6","N","YU","5496","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"574","SUDP",1216,2025-01-19,20:05:00,"Sunday","MAIN STREET STATION","3","8","E","BD","5182","Disorderly Patron","MAIN STREET STATION  -  BD"
"575","SUDP",1219,2025-01-19,22:03:00,"Sunday","SHEPPARD WEST STATION","4","10","S","YU","5496","Disorderly Patron","SHEPPARD WEST STATION  -  YU"
"576","SUDP",1341,2025-01-21,11:55:00,"Tuesday","SHEPPARD STATION","4","9","S","YU","5626","Disorderly Patron","SHEPPARD STATION  -  YU"
"577","SUDP",267,2025-01-05,16:56:00,"Sunday","DAVISVILLE STATION","5","9","N","YU","6101","Disorderly Patron","DAVISVILLE STATION  -  YU"
"578","SUDP",1430,2025-01-22,16:15:00,"Wednesday","BLOOR STATION","4","8","N","YU","None","Disorderly Patron","BLOOR STATION  -  YU"
"579","SUDP",1633,2025-01-25,13:41:00,"Saturday","LAWRENCE STATION","6","11","N","YU","6096","Disorderly Patron","LAWRENCE STATION  -  YU"
"580","SUDP",2000,2025-01-30,17:39:00,"Thursday","ST GEORGE BD STATION","3","6","E","BD","5137","Disorderly Patron","ST GEORGE BD STATION  -  BD"
"581","SUDP",142,2025-01-03,07:46:00,"Friday","DAVISVILLE STATION","5","8","S","YU","5901","Disorderly Patron","DAVISVILLE STATION  -  YU"
"582","SUDP",1923,2025-01-29,16:16:00,"Wednesday","YORK MILLS STATION","3","7","S","YU","5836","Disorderly Patron","YORK MILLS STATION  -  YU"
"583","SUDP",1860,2025-01-28,22:18:00,"Tuesday","GLENCAIRN STATION","5","11","S","YU","6036","Disorderly Patron","GLENCAIRN STATION  -  YU"
"584","SUDP",1241,2025-01-20,07:07:00,"Monday","BLOOR STATION","7","9","N","YU","6001","Disorderly Patron","BLOOR STATION  -  YU"
"585","SUDP",169,2025-01-03,16:23:00,"Friday","VICTORIA PARK STATION","3","6","E","BD","5035","Disorderly Patron","VICTORIA PARK STATION  -  BD"
"586","SUDP",1734,2025-01-27,08:24:00,"Monday","DUNDAS STATION","5","8","S","YU","5541","Disorderly Patron","DUNDAS STATION  -  YU"
"587","SUDP",159,2025-01-03,13:01:00,"Friday","NORTH YORK CTR STATION","14","19","N","YU","5891","Disorderly Patron","NORTH YORK CTR STATION  -  YU"
"588","SUDP",890,2025-01-14,17:49:00,"Tuesday","COXWELL STATION","4","7","E","BD","5084","Disorderly Patron","COXWELL STATION  -  BD"
"589","SUDP",1012,2025-01-16,09:51:00,"Thursday","SHEPPARD STATION","4","6","N","YU","5596","Disorderly Patron","SHEPPARD STATION  -  YU"
"590","SUDP",1987,2025-01-30,15:03:00,"Thursday","YONGE BD STATION","4","8","E","BD","5059","Disorderly Patron","YONGE BD STATION  -  BD"
"591","SUDP",1990,2025-01-30,16:00:00,"Thursday","ST CLAIR STATION","4","8","N","YU","5381","Disorderly Patron","ST CLAIR STATION  -  YU"
"592","SUDP",563,2025-01-09,15:51:00,"Thursday","SHEPPARD STATION","10","14","N","YU","5593","Disorderly Patron","SHEPPARD STATION  -  YU"
"593","SUDP",1348,2025-01-21,14:23:00,"Tuesday","YONGE BD STATION","5","9","E","BD","5317","Disorderly Patron","YONGE BD STATION  -  BD"
"594","SUDP",1551,2025-01-24,09:09:00,"Friday","KENNEDY BD STATION","3","5","W","BD","5282","Disorderly Patron","KENNEDY BD STATION  -  BD"
"595","SUDP",1996,2025-01-30,16:33:00,"Thursday","VICTORIA PARK STATION","4","7","W","BD","5042","Disorderly Patron","VICTORIA PARK STATION  -  BD"
"596","SUDP",386,2025-01-07,10:36:00,"Tuesday","BLOOR STATION","3","8","N","YU","5611","Disorderly Patron","BLOOR STATION  -  YU"
"597","SUDP",1413,2025-01-22,10:14:00,"Wednesday","KIPLING STATION","4","8","E","BD","5344","Disorderly Patron","KIPLING STATION  -  BD"
"598","SUDP",443,2025-01-07,00:06:00,"Tuesday","SPADINA YUS STATION","8","14","N","YU","5656","Disorderly Patron","SPADINA YUS STATION  -  YU"
"599","SUDP",1051,2025-01-16,21:38:00,"Thursday","QUEEN STATION","5","9","S","YU","5721","Disorderly Patron","QUEEN STATION  -  YU"
"600","SUDP",2050,2025-01-31,12:00:00,"Friday","BLOOR STATION","3","8","N","YU","5446","Disorderly Patron","BLOOR STATION  -  YU"
"601","SUDP",1810,2025-01-28,09:39:00,"Tuesday","EGLINTON STATION","4","6","S","YU","6091","Disorderly Patron","EGLINTON STATION  -  YU"
"602","SUDP",1597,2025-01-24,22:13:00,"Friday","KENNEDY BD STATION","5","10","E","BD","5271","Disorderly Patron","KENNEDY BD STATION  -  BD"
"603","SUDP",439,2025-01-07,22:19:00,"Tuesday","HIGH PARK STATION","8","13","W","BD","5280","Disorderly Patron","HIGH PARK STATION  -  BD"
"604","SUDP",1290,2025-01-20,19:39:00,"Monday","FINCH STATION","36","39","S","YU","5981","Disorderly Patron","FINCH STATION  -  YU"
"605","SUDP",1005,2025-01-16,08:20:00,"Thursday","DONLANDS STATION","13","16","E","BD","5124","Disorderly Patron","DONLANDS STATION  -  BD"
"606","SUDP",952,2025-01-15,12:07:00,"Wednesday","CHESTER STATION","5","9","W","BD","5306","Disorderly Patron","CHESTER STATION  -  BD"
"607","SUDP",1436,2025-01-22,18:38:00,"Wednesday","LANSDOWNE STATION","10","13","W","BD","5298","Disorderly Patron","LANSDOWNE STATION  -  BD"
"608","SUDP",983,2025-01-15,19:44:00,"Wednesday","ST CLAIR STATION","5","7","N","YU","5956","Disorderly Patron","ST CLAIR STATION  -  YU"
"609","SUDP",1295,2025-01-20,21:28:00,"Monday","EGLINTON WEST STATION","13","17","S","YU","5896","Disorderly Patron","EGLINTON WEST STATION  -  YU"
"610","SUDP",568,2025-01-09,16:07:00,"Thursday","SUMMERHILL STATION","7","11","N","YU","5971","Disorderly Patron","SUMMERHILL STATION  -  YU"
"611","SUDP",1308,2025-01-20,00:34:00,"Monday","WARDEN STATION","4","9","E","BD","5305","Disorderly Patron","WARDEN STATION  -  BD"
"612","SUDP",2067,2025-01-31,15:09:00,"Friday","CASTLE FRANK STATION","7","11","W","BD","5235","Disorderly Patron","CASTLE FRANK STATION  -  BD"
"613","SUDP",1476,2025-01-23,10:06:00,"Thursday","EGLINTON STATION","3","8","S","YU","5566","Disorderly Patron","EGLINTON STATION  -  YU"
"614","SUDP",1340,2025-01-21,11:34:00,"Tuesday","GLENCAIRN STATION","4","9","N","YU","5876","Disorderly Patron","GLENCAIRN STATION  -  YU"
"615","SUDP",870,2025-01-14,12:42:00,"Tuesday","ST GEORGE YUS STATION","4","9","N","YU","5731","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"616","SUDP",1938,2025-01-29,22:18:00,"Wednesday","UNION STATION TO KING","3","9","N","YU","5696","Disorderly Patron","UNION STATION TO KING  -  YU"
"617","SUDP",239,2025-01-04,23:00:00,"Saturday","MUSEUM STATION","7","14","N","YU","6076","Disorderly Patron","MUSEUM STATION  -  YU"
"618","SUDP",579,2025-01-09,18:11:00,"Thursday","BLOOR STATION","3","6","S","YU","5801","Disorderly Patron","BLOOR STATION  -  YU"
"619","SUDP",122,2025-01-02,23:20:00,"Thursday","ST CLAIR WEST STATION","7","13","N","YU","5871","Disorderly Patron","ST CLAIR WEST STATION  -  YU"
"620","SUDP",288,2025-01-05,00:26:00,"Sunday","YORK MILLS STATION","6","12","S","YU","5391","Disorderly Patron","YORK MILLS STATION  -  YU"
"621","SUDP",587,2025-01-09,21:20:00,"Thursday","BROADVIEW STATION","6","11","E","BD","5294","Disorderly Patron","BROADVIEW STATION  -  BD"
"622","SUDP",1519,2025-01-23,22:27:00,"Thursday","YORK MILLS STATION","5","11","N","YU","5721","Disorderly Patron","YORK MILLS STATION  -  YU"
"623","SUDP",1824,2025-01-28,15:05:00,"Tuesday","NORTH YORK CTR STATION","5","9","S","YU","5636","Disorderly Patron","NORTH YORK CTR STATION  -  YU"
"624","SUDP",1559,2025-01-24,12:17:00,"Friday","KIPLING STATION","4","8","E","BD","5130","Disorderly Patron","KIPLING STATION  -  BD"
"625","SUDP",1492,2025-01-23,15:09:00,"Thursday","FINCH STATION","4","8","S","YU","6031","Disorderly Patron","FINCH STATION  -  YU"
"626","SUDP",1818,2025-01-28,12:05:00,"Tuesday","BLOOR STATION","6","11","S","YU","6061","Disorderly Patron","BLOOR STATION  -  YU"
"627","SUDP",1686,2025-01-26,08:42:00,"Sunday","COLLEGE STATION","18","24","N","YU","5541","Disorderly Patron","COLLEGE STATION  -  YU"
"628","SUDP",1428,2025-01-22,15:41:00,"Wednesday","ST ANDREW STATION","5","9","N","YU","5391","Disorderly Patron","ST ANDREW STATION  -  YU"
"629","SUDP",1307,2025-01-20,00:27:00,"Monday","COLLEGE STATION","7","13","N","YU","5446","Disorderly Patron","COLLEGE STATION  -  YU"
"630","SUDP",493,2025-01-08,16:14:00,"Wednesday","YORKDALE STATION","10","14","S","YU","5646","Disorderly Patron","YORKDALE STATION  -  YU"
"631","SUDP",1371,2025-01-21,19:45:00,"Tuesday","EGLINTON STATION","7","10","N","YU","5971","Disorderly Patron","EGLINTON STATION  -  YU"
"632","SUDP",789,2025-01-13,10:31:00,"Monday","ST GEORGE YUS STATION","3","8","S","YU","5996","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"633","SUDP",2062,2025-01-31,14:32:00,"Friday","YORK MILLS STATION","9","13","N","YU","5391","Disorderly Patron","YORK MILLS STATION  -  YU"
"634","SUDP",2089,2025-01-31,21:35:00,"Friday","PAPE STATION","9","14","E","BD","5160","Disorderly Patron","PAPE STATION  -  BD"
"635","SUDP",1986,2025-01-30,14:48:00,"Thursday","LANSDOWNE STATION","4","8","E","BD","5059","Disorderly Patron","LANSDOWNE STATION  -  BD"
"636","SUDP",1557,2025-01-24,11:31:00,"Friday","ST ANDREW STATION","9","14","N","YU","6101","Disorderly Patron","ST ANDREW STATION  -  YU"
"637","SUDP",1514,2025-01-23,21:45:00,"Thursday","NORTH YORK CTR STATION","5","11","N","YU","5386","Disorderly Patron","NORTH YORK CTR STATION  -  YU"
"638","SUDP",2082,2025-01-31,20:08:00,"Friday","KENNEDY BD STATION","3","6","None","BD","5358","Disorderly Patron","KENNEDY BD STATION  -  BD"
"639","SUDP",2101,2025-01-31,01:08:00,"Friday","SPADINA BD STATION","9","14","W","BD","5172","Disorderly Patron","SPADINA BD STATION  -  BD"
"640","SUDP",988,2025-01-15,22:15:00,"Wednesday","FINCH STATION","6","12","N","YU","6031","Disorderly Patron","FINCH STATION  -  YU"
"641","SUDP",889,2025-01-14,17:44:00,"Tuesday","PAPE STATION","3","6","E","BD","5076","Disorderly Patron","PAPE STATION  -  BD"
"642","SUDP",1354,2025-01-21,15:56:00,"Tuesday","YORK MILLS STATION","6","10","N","YU","5996","Disorderly Patron","YORK MILLS STATION  -  YU"
"643","SUDP",2058,2025-01-31,13:42:00,"Friday","DAVISVILLE STATION","4","8","N","YU","5741","Disorderly Patron","DAVISVILLE STATION  -  YU"
"644","SUDP",1351,2025-01-21,15:09:00,"Tuesday","ROSEDALE STATION","5","9","N","YU","5671","Disorderly Patron","ROSEDALE STATION  -  YU"
"645","SUDP",866,2025-01-14,10:31:00,"Tuesday","MAIN STREET STATION","3","7","W","BD","5213","Disorderly Patron","MAIN STREET STATION  -  BD"
"646","SUDP",1291,2025-01-20,19:47:00,"Monday","YONGE BD STATION","9","13","E","BD","5348","Disorderly Patron","YONGE BD STATION  -  BD"
"647","SUDP",1946,2025-01-29,23:48:00,"Wednesday","DUPONT STATION","4","11","S","YU","6096","Disorderly Patron","DUPONT STATION  -  YU"
"648","SUDP",708,2025-01-11,17:45:00,"Saturday","BLOOR STATION","3","7","N","YU","5441","Disorderly Patron","BLOOR STATION  -  YU"
"649","SUDP",400,2025-01-07,13:42:00,"Tuesday","COLLEGE STATION","3","8","S","YU","6011","Disorderly Patron","COLLEGE STATION  -  YU"
"650","SUEAS",2078,2025-01-31,17:45:00,"Friday","QUEEN STATION","12","15","S","YU","5511","Emergency Alarm Station Activation","QUEEN STATION  -  YU"
"651","SUEAS",36,2025-01-01,19:09:00,"Wednesday","WELLESLEY STATION","7","12","N","YU","5446","Emergency Alarm Station Activation","WELLESLEY STATION  -  YU"
"652","SUEAS",1456,2025-01-22,22:47:00,"Wednesday","ST PATRICK STATION","22","28","S","YU","6081","Emergency Alarm Station Activation","ST PATRICK STATION  -  YU"
"653","SUEAS",479,2025-01-08,13:00:00,"Wednesday","QUEEN'S PARK STATION","19","24","N","YU","5746","Emergency Alarm Station Activation","QUEEN'S PARK STATION  -  YU"
"654","SUEAS",120,2025-01-02,23:18:00,"Thursday","QUEEN STATION","7","13","S","YU","5396","Emergency Alarm Station Activation","QUEEN STATION  -  YU"
"655","SUG",1684,2025-01-26,08:15:00,"Sunday","KEELE STATION","4","8","W","BD","5291","Graffiti / Scratchiti","KEELE STATION  -  BD"
"656","SUG",1617,2025-01-25,06:32:00,"Saturday","VAUGHAN MC STATION","6","12","S","YU","5601","Graffiti / Scratchiti","VAUGHAN MC STATION  -  YU"
"657","SUG",1683,2025-01-26,08:15:00,"Sunday","KIPLING STATION","4","8","E","BD","5000","Graffiti / Scratchiti","KIPLING STATION  -  BD"
"658","SUO",268,2025-01-05,17:34:00,"Sunday","BROADVIEW STATION","9","14","E","BD","5126","Passenger Other","BROADVIEW STATION  -  BD"
"659","SUO",795,2025-01-13,12:37:00,"Monday","SHEPPARD WEST STATION","18","22","N","YU","5391","Passenger Other","SHEPPARD WEST STATION  -  YU"
"660","SUO",1230,2025-01-19,01:53:00,"Sunday","DUFFERIN STATION","3","9","W","BD","5278","Passenger Other","DUFFERIN STATION  -  BD"
"661","SUO",1624,2025-01-25,11:16:00,"Saturday","ST GEORGE YUS STATION","6","12","S","YU","6096","Passenger Other","ST GEORGE YUS STATION  -  YU"
"662","SUO",2003,2025-01-30,18:14:00,"Thursday","FINCH STATION","10","14","N","YU","5536","Passenger Other","FINCH STATION  -  YU"
"663","SUO",1645,2025-01-25,18:18:00,"Saturday","YONGE BD STATION","4","8","W","BD","5245","Passenger Other","YONGE BD STATION  -  BD"
"664","SUO",1464,2025-01-22,18:59:00,"Wednesday","SHEPPARD-YONGE STATION","17","26","W","SHP","6166","Passenger Other","SHEPPARD-YONGE STATION  -  SHP"
"665","SUO",2054,2025-01-31,12:46:00,"Friday","BLOOR STATION","8","12","S","YU","5446","Passenger Other","BLOOR STATION  -  YU"
"666","SUO",2004,2025-01-30,18:47:00,"Thursday","UNION STATION","5","8","N","YU","5911","Passenger Other","UNION STATION  -  YU"
"667","SUO",1267,2025-01-20,15:00:00,"Monday","BLOOR STATION","7","11","N","YU","5576","Passenger Other","BLOOR STATION  -  YU"
"668","SUO",1700,2025-01-26,16:27:00,"Sunday","WELLESLEY STATION","9","14","S","YU","5976","Passenger Other","WELLESLEY STATION  -  YU"
"669","SUO",724,2025-01-11,00:01:00,"Saturday","ST ANDREW STATION","6","12","S","YU","5386","Passenger Other","ST ANDREW STATION  -  YU"
"670","SUO",1558,2025-01-24,11:33:00,"Friday","DUNDAS STATION","5","8","N","YU","5846","Passenger Other","DUNDAS STATION  -  YU"
"671","SUO",240,2025-01-04,23:03:00,"Saturday","LANSDOWNE STATION","4","10","W","BD","5101","Passenger Other","LANSDOWNE STATION  -  BD"
"672","SUO",823,2025-01-13,20:56:00,"Monday","WILSON STATION","12","16","S","YU","5976","Passenger Other","WILSON STATION  -  YU"
"673","SUO",508,2025-01-08,20:07:00,"Wednesday","RUNNYMEDE STATION","22","26","E","BD","5145","Passenger Other","RUNNYMEDE STATION  -  BD"
"674","SUO",888,2025-01-14,17:35:00,"Tuesday","WARDEN STATION","9","12","E","BD","5214","Passenger Other","WARDEN STATION  -  BD"
"675","SUO",1495,2025-01-23,16:07:00,"Thursday","YONGE BD STATION","16","19","W","BD","5284","Passenger Other","YONGE BD STATION  -  BD"
"676","SUO",2055,2025-01-31,12:53:00,"Friday","YONGE BD STATION","3","7","W","BD","5102","Passenger Other","YONGE BD STATION  -  BD"
"677","SUO",833,2025-01-13,22:29:00,"Monday","NORTH YORK CTR STATION","5","11","S","YU","5601","Passenger Other","NORTH YORK CTR STATION  -  YU"
"678","SUO",810,2025-01-13,16:51:00,"Monday","ROSEDALE STATION","5","9","N","YU","5586","Passenger Other","ROSEDALE STATION  -  YU"
"679","SUO",967,2025-01-15,16:10:00,"Wednesday","ST GEORGE YUS STATION","4","8","N","YU","5511","Passenger Other","ST GEORGE YUS STATION  -  YU"
"680","SUO",2064,2025-01-31,14:59:00,"Friday","BLOOR STATION","3","6","N","YU","5875","Passenger Other","BLOOR STATION  -  YU"
"681","SUO",1205,2025-01-19,15:58:00,"Sunday","OSSINGTON STATION","10","14","W","BD","5297","Passenger Other","OSSINGTON STATION  -  BD"
"682","SUO",217,2025-01-04,13:39:00,"Saturday","LAWRENCE STATION","16","20","S","YU","6026","Passenger Other","LAWRENCE STATION  -  YU"
"683","SUO",1589,2025-01-24,20:16:00,"Friday","ST GEORGE YUS STATION","9","13","S","YU","5981","Passenger Other","ST GEORGE YUS STATION  -  YU"
"684","SUO",1214,2025-01-19,19:13:00,"Sunday","WILSON STATION","5","10","N","YU","5466","Passenger Other","WILSON STATION  -  YU"
"685","SUO",745,2025-01-12,13:36:00,"Sunday","BLOOR STATION","8","12","N","YU","5556","Passenger Other","BLOOR STATION  -  YU"
"686","SUO",252,2025-01-05,10:26:00,"Sunday","ISLINGTON STATION","3","7","E","BD","5268","Passenger Other","ISLINGTON STATION  -  BD"
"687","SUO",1494,2025-01-23,16:03:00,"Thursday","BLOOR STATION","16","20","N","YU","5721","Passenger Other","BLOOR STATION  -  YU"
"688","SUO",1936,2025-01-29,21:59:00,"Wednesday","YORKDALE STATION","3","7","N","YU","6086","Passenger Other","YORKDALE STATION  -  YU"
"689","SUPOL",1675,2025-01-25,15:12:00,"Saturday","SHEPPARD-YONGE STATION","34","41","W","SHP","6186","Held By Polce - Non-TTC Related","SHEPPARD-YONGE STATION  -  SHP"
"690","SUPOL",571,2025-01-09,16:20:00,"Thursday","WARDEN STATION","6","9","W","BD","5095","Held By Polce - Non-TTC Related","WARDEN STATION  -  BD"
"691","SUPOL",570,2025-01-09,16:19:00,"Thursday","WARDEN STATION","5","8","W","BD","5194","Held By Polce - Non-TTC Related","WARDEN STATION  -  BD"
"692","SUUT",679,2025-01-11,07:14:00,"Saturday","ROYAL YORK STATION","3","8","E","BD","5023","Unauthorized at Track Level","ROYAL YORK STATION  -  BD"
"693","SUUT",481,2025-01-08,13:17:00,"Wednesday","SHEPPARD STATION","11","16","N","YU","5966","Unauthorized at Track Level","SHEPPARD STATION  -  YU"
"694","SUUT",1226,2025-01-19,00:48:00,"Sunday","UNION STATION TOWARD K","10","16","S","YU","5956","Unauthorized at Track Level","UNION STATION TOWARD K  -  YU"
"695","SUUT",512,2025-01-08,21:02:00,"Wednesday","ST CLAIR WEST STATION","21","25","N","YU","5711","Unauthorized at Track Level","ST CLAIR WEST STATION  -  YU"
"696","SUUT",836,2025-01-13,22:51:00,"Monday","MAIN STREET STATION","29","34","E","BD","5038","Unauthorized at Track Level","MAIN STREET STATION  -  BD"
"697","SUUT",1669,2025-01-25,01:18:00,"Saturday","DAVISVILLE STATION","8","14","S","YU","5951","Unauthorized at Track Level","DAVISVILLE STATION  -  YU"
"698","SUUT",1426,2025-01-22,14:32:00,"Wednesday","SUMMERHILL STATION","17","22","N","YU","5581","Unauthorized at Track Level","SUMMERHILL STATION  -  YU"
"699","SUUT",804,2025-01-13,15:45:00,"Monday","EGLINTON STATION","22","26","N","YU","5746","Unauthorized at Track Level","EGLINTON STATION  -  YU"
"700","SUUT",1887,2025-01-29,07:24:00,"Wednesday","ISLINGTON STATION","3","5","W","BD","5073","Unauthorized at Track Level","ISLINGTON STATION  -  BD"
"701","SUUT",1898,2025-01-29,11:28:00,"Wednesday","FINCH STATION","5","11","S","YU","6081","Unauthorized at Track Level","FINCH STATION  -  YU"
"702","SUUT",1550,2025-01-24,08:54:00,"Friday","KENNEDY BD STATION","9","12","W","BD","5306","Unauthorized at Track Level","KENNEDY BD STATION  -  BD"
"703","SUUT",230,2025-01-04,19:15:00,"Saturday","FINCH TAIL","22","26","S","YU","5851","Unauthorized at Track Level","FINCH TAIL  -  YU"
"704","SUUT",1022,2025-01-16,11:56:00,"Thursday","QUEEN STATION","29","34","N","YU","5876","Unauthorized at Track Level","QUEEN STATION  -  YU"
"705","SUUT",1706,2025-01-26,18:47:00,"Sunday","CHRISTIE STATION","9","14","W","BD","5009","Unauthorized at Track Level","CHRISTIE STATION  -  BD"
"706","SUUT",1317,2025-01-20,22:35:00,"Monday","SHEPPARD-YONGE STATION","7","14","W","SHP","6146","Unauthorized at Track Level","SHEPPARD-YONGE STATION  -  SHP"
"707","SUUT",1549,2025-01-24,08:37:00,"Friday","QUEEN STATION","9","11","N","YU","6041","Unauthorized at Track Level","QUEEN STATION  -  YU"
"708","SUUT",487,2025-01-08,14:30:00,"Wednesday","COLLEGE STATION","8","13","S","YU","5711","Unauthorized at Track Level","COLLEGE STATION  -  YU"
"709","SUUT",764,2025-01-12,23:09:00,"Sunday","LAWRENCE STATION","5","11","S","YU","5581","Unauthorized at Track Level","LAWRENCE STATION  -  YU"
"710","SUUT",711,2025-01-11,19:37:00,"Saturday","ST CLAIR STATION","15","19","N","YU","5926","Unauthorized at Track Level","ST CLAIR STATION  -  YU"
"711","SUUT",1850,2025-01-28,20:29:00,"Tuesday","PIONEER VILLAGE STATIO","13","16","N","YU","5701","Unauthorized at Track Level","PIONEER VILLAGE STATIO  -  YU"
"712","SUUT",544,2025-01-09,11:00:00,"Thursday","WARDEN STATION","12","16","W","BD","5052","Unauthorized at Track Level","WARDEN STATION  -  BD"
"713","SUUT",333,2025-01-06,15:26:00,"Monday","ST PATRICK STATION","20","24","S","YU","5981","Unauthorized at Track Level","ST PATRICK STATION  -  YU"
"714","SUUT",173,2025-01-03,18:26:00,"Friday","LAWRENCE STATION","18","20","S","YU","5866","Unauthorized at Track Level","LAWRENCE STATION  -  YU"
"715","SUUT",1785,2025-01-27,12:16:00,"Monday","DON MILLS STATION","25","32","W","SHP","6186","Unauthorized at Track Level","DON MILLS STATION  -  SHP"
"716","SUUT",572,2025-01-09,16:40:00,"Thursday","MUSEUM STATION","6","10","N","YU","5381","Unauthorized at Track Level","MUSEUM STATION  -  YU"
"717","SUUT",289,2025-01-05,00:43:00,"Sunday","QUEEN STATION","9","15","S","YU","5501","Unauthorized at Track Level","QUEEN STATION  -  YU"
"718","SUUT",765,2025-01-12,23:22:00,"Sunday","LAWRENCE STATION","64","70","S","YU","5911","Unauthorized at Track Level","LAWRENCE STATION  -  YU"
"719","SUUT",1169,2025-01-18,18:08:00,"Saturday","BAY STATION","3","7","E","BD","5009","Unauthorized at Track Level","BAY STATION  -  BD"
"720","SUUT",1745,2025-01-27,13:40:00,"Monday","BAY STATION","5","9","W","BD","5091","Unauthorized at Track Level","BAY STATION  -  BD"
"721","SUUT",293,2025-01-05,01:27:00,"Sunday","DUNDAS STATION","4","10","N","YU","6101","Unauthorized at Track Level","DUNDAS STATION  -  YU"
"722","SUUT",1719,2025-01-27,05:47:00,"Monday","KIPLING STATION","5","10","E","BD","5011","Unauthorized at Track Level","KIPLING STATION  -  BD"
"723","SUUT",251,2025-01-05,10:23:00,"Sunday","ISLINGTON STATION","3","7","W","BD","5108","Unauthorized at Track Level","ISLINGTON STATION  -  BD"
"724","TUATC",319,2025-01-06,10:20:00,"Monday","SHEPPARD STATION","3","6","N","YU","5841","ATC Operator Related","SHEPPARD STATION  -  YU"
"725","TUATC",1471,2025-01-23,08:17:00,"Thursday","ST CLAIR WEST STATION","3","5","N","YU","5741","ATC Operator Related","ST CLAIR WEST STATION  -  YU"
"726","TUATC",64,2025-01-02,09:25:00,"Thursday","ST CLAIR WEST STATION","3","6","N","YU","5836","ATC Operator Related","ST CLAIR WEST STATION  -  YU"
"727","TUCC",462,2025-01-08,05:40:00,"Wednesday","KENNEDY BD STATION","7","None","W","BD","5055","Transit Control Related Problems","KENNEDY BD STATION  -  BD"
"728","TUCC",461,2025-01-08,05:38:00,"Wednesday","YORK MILLS STATION","10","None","N","YU","5816","Transit Control Related Problems","YORK MILLS STATION  -  YU"
"729","TUCC",1160,2025-01-18,14:31:00,"Saturday","BROADVIEW STATION","11","15","W","BD","5139","Transit Control Related Problems","BROADVIEW STATION  -  BD"
"730","TUDOE",821,2025-01-13,20:13:00,"Monday","KIPLING STATION","40","44","E","BD","5152","Doors Open in Error","KIPLING STATION  -  BD"
"731","TUKEY",1631,2025-01-25,12:48:00,"Saturday","WOODBINE STATION","4","8","E","BD","5026","Two Drum Switch Keys Activated","WOODBINE STATION  -  BD"
"732","TUKEY",1846,2025-01-28,19:12:00,"Tuesday","VICTORIA PARK STATION","3","8","W","BD","5028","Two Drum Switch Keys Activated","VICTORIA PARK STATION  -  BD"
"733","TUMVS",1593,2025-01-24,21:37:00,"Friday","ISLINGTON STATION","4","9","W","BD","5215","Operator Violated Signal","ISLINGTON STATION  -  BD"
"734","TUMVS",1592,2025-01-24,21:33:00,"Friday","KIPLING STATION","5","10","W","BD","5061","Operator Violated Signal","KIPLING STATION  -  BD"
"735","TUMVS",1050,2025-01-16,21:29:00,"Thursday","CHESTER STATION","6","11","E","BD","5347","Operator Violated Signal","CHESTER STATION  -  BD"
"736","TUMVS",1463,2025-01-22,13:43:00,"Wednesday","LESLIE STATION","9","16","E","SHP","6196","Operator Violated Signal","LESLIE STATION  -  SHP"
"737","TUMVS",453,2025-01-08,02:24:00,"Wednesday","KENNEDY BD STATION","3","9","E","BD","5142","Operator Violated Signal","KENNEDY BD STATION  -  BD"
"738","TUMVS",338,2025-01-06,15:56:00,"Monday","ISLINGTON STATION","3","6","W","BD","5033","Operator Violated Signal","ISLINGTON STATION  -  BD"
"739","TUMVS",297,2025-01-05,16:12:00,"Sunday","SHEPPARD-YONGE STATION","3","10","E","SHP","6191","Operator Violated Signal","SHEPPARD-YONGE STATION  -  SHP"
"740","TUMVS",37,2025-01-01,19:13:00,"Wednesday","DUNDAS WEST STATION","3","8","W","BD","5023","Operator Violated Signal","DUNDAS WEST STATION  -  BD"
"741","TUMVS",1154,2025-01-18,13:41:00,"Saturday","KENNEDY BD STATION","5","9","E","BD","2134","Operator Violated Signal","KENNEDY BD STATION  -  BD"
"742","TUMVS",1172,2025-01-18,19:19:00,"Saturday","WARDEN STATION","4","9","W","BD","5091","Operator Violated Signal","WARDEN STATION  -  BD"
"743","TUMVS",637,2025-01-10,14:40:00,"Friday","KIPLING STATION","4","8","W","BD","5120","Operator Violated Signal","KIPLING STATION  -  BD"
"744","TUMVS",1505,2025-01-23,20:17:00,"Thursday","JANE STATION","10","14","E","BD","5054","Operator Violated Signal","JANE STATION  -  BD"
